YearLow|OneyrTargetPrice|DividendShare|ChangeFromFiftydayMovingAverage|FiftydayMovingAverage|SharesOwned|PercentChangeFromTwoHundreddayMovingAverage|PricePaid|DaysLow|DividendYield|Commission|EPSEstimateNextQuarter|ChangeFromYearLow|ChangeFromYearHigh|EarningsShare|AverageDailyVolume|LastTradePriceOnly|YearHigh|EBITDA|Change_PercentChange|AnnualizedGain|ShortRatio|LastTradeDate|PriceSales|EPSEstimateCurrentYear|BookValue|u|Bid|AskRealtime|PreviousClose|DaysRangeRealtime|EPSEstimateNextYear|Volume|HoldingsGainPercent|PercentChange|TickerTrend|Ask|ChangeRealtime|PriceEPSEstimateNextYear|HoldingsGain|Change|MarketCapitalization|Name|HoldingsValue|DaysRange|AfterHoursChangeRealtime|symbol|ChangePercentRealtime|DaysValueChange|LastTradeTime|StockExchange|DividendPayDate|LastTradeRealtimeWithTime|Notes|MarketCapRealtime|ExDividendDate|PERatio|DaysValueChangeRealtime|ErrorIndicationreturnedforsymbolchangedinvalid|ChangeinPercent|HoldingsValueRealtime|PercentChangeFromFiftydayMovingAverage|PriceBook|ChangeFromTwoHundreddayMovingAverage|DaysHigh|PercentChangeFromYearLow|TradeDate|LastTradeWithTime|BidRealtime|YearRange|HighLimit|OrderBookRealtime|HoldingsGainRealtime|PEGRatio|Currency|LowLimit|HoldingsGainPercentRealtime|TwoHundreddayMovingAverage|PERatioRealtime|PercebtChangeFromYearHigh|Open|PriceEPSEstimateCurrentYear|MoreInfo
58.54|86.00|None|-0.31|70.15|None|-2.72%|None|68.83|None|None|0.61|11.30|-6.86|3.16|108419|69.84|76.70|161.86M|+0.50 - +0.72%|None|3.90|8/14/2015|1.44|3.25|28.13|2015-08-14 14:02:00 UTC+0000|69.80|None|69.34|None|3.85|13556|None|+0.72%|None|70.03|None|18.14|None|+0.50|1.38B|OSI Systems, Inc.|None|68.83 - 70.05|None|OSIS|None|None|10:02am|NMS|None|None|None|None|None|22.09|None|None|+0.72%|None|-0.44%|2.46|-1.95|70.05|+19.30%|None|10:02am - <b>69.84</b>|None|58.54 - 76.70|None|None|None|1.18|USD|None|None|71.79|None|-8.94%|69.11|21.49|None
30.07|77.89|None|-1.81|65.11|None|+7.08%|None|62.06|None|None|-0.10|33.23|-9.40|-2.11|577622|63.30|72.70|-43.57M|+0.49 - +0.78%|None|8.40|8/14/2015|11.03|-0.39|2.31|2015-08-14 14:04:00 UTC+0000|63.24|None|62.81|None|-0.04|32066|None|+0.78%|None|63.33|None|None|None|+0.49|2.53B|Proofpoint, Inc.|None|62.06 - 64.23|None|PFPT|None|None|10:04am|NGM|None|None|None|None|None|None|None|None|+0.78%|None|-2.78%|27.14|4.18|64.23|+110.51%|None|10:04am - <b>63.30</b>|None|30.07 - 72.70|None|None|None|-5.86|USD|None|None|59.12|None|-12.93%|62.60|None|None
19.26|31.00|0.00|0.68|22.12|None|-8.08%|None|22.60|0.00|None|0.69|3.54|-15.84|3.34|1608910|22.80|38.64|1.59B|+0.03 - +0.13%|None|20.10|8/14/2015|0.70|3.26|4.45|2015-08-14 14:04:00 UTC+0000|22.79|None|22.77|None|2.37|209699|None|+0.13%|None|22.81|None|9.62|None|+0.03|5.92B|Pilgrim's Pride Corporation|None|22.60 - 22.87|None|PPC|None|None|10:04am|NMS|2/17/2015|None|None|None|1/28/2015|6.83|None|None|+0.13%|None|+3.06%|5.11|-2.00|22.87|+18.38%|None|10:04am - <b>22.80</b>|None|19.26 - 38.64|None|None|None|0.77|USD|None|None|24.80|None|-40.99%|22.71|6.99|None
14.78|156.45|0.00|0.42|19.75|None|+5.01%|None|None|0.00|None|0.00|5.39|-3.32|1.50|630517|20.17|23.49|106.28M|+0.00 - +0.00%|None|0.30|7/28/2015|1.62|13.74|15.64|2015-07-28 20:00:00 UTC+0000|None|None|20.17|None|16.88|0|None|+0.00%|None|None|None|None|None|+0.00|1.00B|Perfect World Co., Ltd.|None|None|None|PWRD|None|None|4:00pm|NMS|4/15/2014|None|None|None|4/1/2014|13.47|None|None|+0.00%|None|+2.13%|1.29|0.96|None|+36.47%|None|4:00pm - <b>20.17</b>|None|14.78 - 23.49|None|None|None|0.00|USD|None|None|19.21|None|-14.13%|20.17|None|None
16.91|22.00|0.52|-0.92|19.46|None|-8.65%|None|18.31|2.70|None|0.22|1.63|-12.20|0.69|194128|18.54|30.74|52.58M|+0.08 - +0.43%|None|18.90|8/14/2015|2.02|0.70|7.96|2015-08-14 13:53:00 UTC+0000|18.49|None|18.46|None|0.82|3045|None|+0.43%|None|18.58|None|22.61|None|+0.08|700.81M|Raven Industries, Inc.|None|18.31 - 18.54|None|RAVN|None|None|9:53am|NMS|7/24/2015|None|None|None|7/8/2015|27.07|None|None|+0.43%|None|-4.71%|2.32|-1.76|18.54|+9.64%|None|9:53am - <b>18.54</b>|None|16.91 - 30.74|None|None|None|1.79|USD|None|None|20.30|None|-39.69%|18.38|26.49|None
10.03|15.25|1.45|-2.28|12.94|None|-24.81%|None|10.21|13.50|None|0.42|0.63|-18.77|-0.70|131884|10.66|29.43|300.00M|+0.15 - +1.43%|None|9.40|8/14/2015|1.29|1.51|20.33|2015-08-14 14:04:00 UTC+0000|10.55|None|10.51|None|1.60|75563|None|+1.43%|None|10.59|None|6.66|None|+0.15|735.17M|Transocean Partners LLC Common|None|10.21 - 10.66|None|RIGP|None|None|10:04am|NYQ|8/25/2015|None|None|None|8/10/2015|None|None|None|+1.43%|None|-17.60%|0.52|-3.52|10.66|+6.28%|None|10:04am - <b>10.66</b>|None|10.03 - 29.43|None|None|None|-0.36|USD|None|None|14.18|None|-63.78%|10.45|7.20|None
25.46|95.14|None|-9.89|70.26|None|+2.54%|None|59.14|None|None|-0.88|34.91|-28.67|-1.70|414042|60.37|89.04|-63.72M|+0.62 - +1.04%|None|6.40|8/14/2015|None|-3.13|7.60|2015-08-14 14:03:00 UTC+0000|60.32|None|59.75|None|-3.55|38519|None|+1.04%|None|60.69|None|None|None|+0.62|1.73B|Sage Therapeutics, Inc.|None|59.14 - 62.03|None|SAGE|None|None|10:03am|NGM|None|None|None|None|None|None|None|None|+1.04%|None|-14.08%|7.87|1.50|62.03|+137.12%|None|10:03am - <b>60.37</b>|None|25.46 - 89.04|None|None|None|0.00|USD|None|None|58.87|None|-32.20%|59.95|None|None
156.25|283.91|0.25|-5.42|252.57|None|+0.81%|None|246.44|0.10|None|3.05|90.90|-23.48|16.31|617834|247.15|270.63|2.67B|-0.44 - -0.18%|None|1.90|8/14/2015|7.84|11.39|46.31|2015-08-14 14:04:00 UTC+0000|247.17|None|247.59|None|13.24|43226|None|-0.18%|None|247.31|None|18.67|None|-0.44|48.65B|Shire plc|None|246.44 - 247.46|None|SHPG|None|None|10:04am|NMS|4/14/2015|None|None|None|3/11/2015|15.15|None|None|-0.18%|None|-2.14%|5.35|1.99|247.46|+58.18%|None|10:04am - <b>247.15</b>|None|156.25 - 270.63|None|None|None|1.64|USD|None|None|245.16|None|-8.68%|247.13|21.70|None
114.26|152.82|None|7.43|137.39|None|+5.91%|None|144.29|None|None|1.26|30.56|-1.06|3.49|505831|144.82|145.88|710.14M|-0.15 - -0.10%|None|3.40|8/14/2015|4.51|4.67|23.14|2015-08-14 14:05:00 UTC+0000|144.82|None|144.97|None|5.32|32743|None|-0.10%|None|144.95|None|27.22|None|-0.15|12.29B|Stericycle, Inc.|None|144.29 - 144.98|None|SRCL|None|None|10:05am|NMS|None|None|None|None|None|41.50|None|None|-0.10%|None|+5.41%|6.27|8.08|144.98|+26.75%|None|10:05am - <b>144.82</b>|None|114.26 - 145.88|None|None|None|2.06|USD|None|None|136.74|None|-0.73%|144.70|31.01|None
11.78|32.45|None|-11.19|26.07|None|-42.25%|None|14.52|None|None|-0.55|3.10|-18.57|-4.19|16537100|14.88|33.45|-45.10M|-0.11 - -0.73%|None|5.60|8/14/2015|1.90|-2.98|2.03|2015-08-14 14:05:00 UTC+0000|14.74|None|14.99|None|-1.81|5104376|None|-0.73%|None|14.76|None|None|None|-0.11|4.69B|SunEdison, Inc. Common Stock|None|14.52 - 15.18|None|SUNE|None|None|10:05am|NYQ|None|None|None|None|None|None|None|None|-0.73%|None|-42.91%|7.40|-10.89|15.18|+26.32%|None|10:05am - <b>14.88</b>|None|11.78 - 33.45|None|None|None|-3.18|USD|None|None|25.77|None|-55.52%|15.16|None|None
16.98|20.60|0.90|1.81|20.29|None|+12.96%|None|22.06|4.10|None|0.24|5.12|-0.30|0.39|2376150|22.10|22.40|893.40M|-0.16 - -0.72%|None|2.50|8/14/2015|1.90|1.10|10.86|2015-08-14 14:04:00 UTC+0000|22.09|None|22.26|None|1.18|110017|None|-0.72%|None|22.10|None|18.73|None|-0.16|5.20B|TECO Energy, Inc. Common Stock|None|22.06 - 22.25|None|TE|None|None|10:04am|NYQ|8/28/2015|None|None|None|8/12/2015|57.25|None|None|-0.72%|None|+8.92%|2.05|2.54|22.25|+30.15%|None|10:04am - <b>22.10</b>|None|16.98 - 22.40|None|None|None|2.60|USD|None|None|19.56|None|-1.34%|22.19|20.09|None
10.14|18.13|None|0.74|11.60|None|-0.73%|None|12.20|None|None|-0.64|2.20|-5.64|-3.09|180172|12.34|17.98|-70.70M|+0.04 - +0.33%|None|14.70|8/14/2015|6.21|-2.76|2.92|2015-08-14 14:05:00 UTC+0000|12.32|None|12.30|None|-2.23|6030|None|+0.33%|None|12.35|None|None|None|+0.04|370.37M|Tandem Diabetes Care, Inc.|None|12.20 - 12.34|None|TNDM|None|None|10:05am|NGM|None|None|None|None|None|None|None|None|+0.33%|None|+6.38%|4.21|-0.09|12.34|+21.70%|None|10:05am - <b>12.34</b>|None|10.14 - 17.98|None|None|None|-0.30|USD|None|None|12.43|None|-31.37%|12.26|None|None
7.52|16.96|None|-0.32|10.14|None|-13.41%|None|9.55|None|None|0.21|2.30|-5.33|0.45|2162620|9.82|15.15|216.15M|+0.34 - +3.59%|None|5.50|8/14/2015|0.33|0.99|11.73|2015-08-14 14:05:00 UTC+0000|9.70|None|9.48|None|1.33|410754|None|+3.59%|None|9.71|None|7.38|None|+0.34|827.79M|Trina Solar Limited Sponsored A|None|9.55 - 9.82|None|TSL|None|None|10:05am|NYQ|None|None|None|None|None|21.87|None|None|+3.59%|None|-3.12%|0.81|-1.52|9.82|+30.59%|None|10:05am - <b>9.82</b>|None|7.52 - 15.15|None|None|None|0.61|USD|None|None|11.34|None|-35.18%|9.58|9.92|None
