YearLow|OneyrTargetPrice|DividendShare|ChangeFromFiftydayMovingAverage|FiftydayMovingAverage|SharesOwned|PercentChangeFromTwoHundreddayMovingAverage|PricePaid|DaysLow|DividendYield|Commission|EPSEstimateNextQuarter|ChangeFromYearLow|ChangeFromYearHigh|EarningsShare|AverageDailyVolume|LastTradePriceOnly|YearHigh|EBITDA|Change_PercentChange|AnnualizedGain|ShortRatio|LastTradeDate|PriceSales|EPSEstimateCurrentYear|BookValue|u|Bid|AskRealtime|PreviousClose|DaysRangeRealtime|EPSEstimateNextYear|Volume|HoldingsGainPercent|PercentChange|TickerTrend|Ask|ChangeRealtime|PriceEPSEstimateNextYear|HoldingsGain|Change|MarketCapitalization|Name|HoldingsValue|DaysRange|AfterHoursChangeRealtime|symbol|ChangePercentRealtime|DaysValueChange|LastTradeTime|StockExchange|DividendPayDate|LastTradeRealtimeWithTime|Notes|MarketCapRealtime|ExDividendDate|PERatio|DaysValueChangeRealtime|ErrorIndicationreturnedforsymbolchangedinvalid|ChangeinPercent|HoldingsValueRealtime|PercentChangeFromFiftydayMovingAverage|PriceBook|ChangeFromTwoHundreddayMovingAverage|DaysHigh|PercentChangeFromYearLow|TradeDate|LastTradeWithTime|BidRealtime|YearRange|HighLimit|OrderBookRealtime|HoldingsGainRealtime|PEGRatio|Currency|LowLimit|HoldingsGainPercentRealtime|TwoHundreddayMovingAverage|PERatioRealtime|PercebtChangeFromYearHigh|Open|PriceEPSEstimateCurrentYear|MoreInfo
33.85|51.24|None|-2.18|38.11|None|-14.90%|None|34.82|None|None|0.20|2.08|-16.69|7.20|13595500|35.93|52.62|541.75M|+1.44 - +4.18%|None|2.60|8/13/2015|6.67|0.67|35.68|2015-08-13 20:00:00 UTC+0000|35.68|None|34.49|None|0.68|28990568|None|+4.18%|None|35.76|None|52.84|None|+1.44|33.82B|Yahoo! Inc.|None|34.82 - 36.61|None|YHOO|None|None|4:00pm|NMS|None|None|None|None|None|4.99|None|None|+4.18%|None|-5.71%|0.97|-6.29|36.61|+6.14%|None|4:00pm - <b>35.93</b>|None|33.85 - 52.62|None|None|None|-2.19|USD|None|None|42.22|None|-31.72%|35.07|53.63|None
486.23|645.00|None|59.77|596.68|None|+18.42%|None|651.66|None|None|8.14|170.23|-22.19|21.22|2129630|656.45|678.64|22.62B|-3.11 - -0.47%|None|1.10|8/13/2015|6.50|28.91|163.07|2015-08-13 20:00:00 UTC+0000|652.45|None|659.56|None|33.75|1810824|None|-0.47%|None|661.36|None|19.45|None|-3.11|450.02B|Google Inc.|None|651.66 - 664.50|None|GOOG|None|None|4:00pm|NMS|None|None|None|None|None|30.93|None|None|-0.47%|None|+10.02%|4.04|102.13|664.50|+35.01%|None|4:00pm - <b>656.45</b>|None|486.23 - 678.64|None|None|None|1.25|USD|None|None|554.32|None|-3.27%|658.19|22.71|None
